vendorID,tpepPickupDateTime,tpepDropoffDateTime,passengerCount,tripDistance,startLon,startLat,endLon,endLat,rateCodeId,storeAndFwdFlag,paymentType,fareAmount,extra,mtaTax,improvementSurcharge,tipAmount,tollsAmount,totalAmount
2,2016-01-07 22:17:09,2016-01-07 22:34:53,1,2.0,-73.98067474365234,40.783218383789055,-73.98387145996094,40.75981140136719,1,N,2,13.0,0.5,0.5,0.3,0.0,0.0,14.3
2,2016-05-02 16:01:41,2016-05-02 16:13:10,1,2.6,-73.99412536621094,40.75642013549805,-73.99925994873048,40.72669219970703,1,N,1,10.5,1.0,0.5,0.3,3.08,0.0,15.38
1,2016-03-27 10:28:53,2016-03-27 10:36:57,3,2.3,-73.99706268310547,40.72243881225585,-73.9879379272461,40.74986267089844,1,N,1,9.0,0.0,0.5,0.3,2.45,0.0,12.25
2,2016-05-16 15:56:18,2016-05-16 16:06:58,1,2.38,-73.96955108642578,40.7492790222168,-73.94699859619139,40.77764892578125,1,N,1,10.0,0.0,0.5,0.3,1.5,0.0,12.3
1,2016-03-21 15:20:08,2016-03-21 15:24:50,1,1.2,-73.94295501708984,40.8057861328125,-73.95262145996094,40.79234313964844,1,Y,1,6.0,0.0,0.5,0.3,1.0,0.0,7.8
2,2016-02-13 07:46:40,2016-02-13 07:54:03,1,1.17,-73.99123382568358,40.75566482543945,-73.9883804321289,40.74822235107422,1,N,1,7.0,0.0,0.5,0.3,1.56,0.0,9.36
2,2016-03-29 15:11:12,2016-03-29 15:29:48,1,1.9,-73.99504089355469,40.74010848999024,-73.97313690185547,40.75317001342773,1,N,1,12.5,0.0,0.5,0.3,2.66,0.0,15.96
1,2016-02-07 10:46:07,2016-02-07 10:57:05,1,2.1,-73.99468994140625,40.718833923339844,-73.97636413574219,40.74168014526367,1,N,1,10.0,0.0,0.5,0.3,2.16,0.0,12.96
2,2016-04-14 10:24:18,2016-04-14 10:32:23,1,1.12,-73.98312377929686,40.78188705444336,-73.96935272216798,40.7869987487793,1,N,2,7.0,0.0,0.5,0.3,0.0,0.0,7.8
2,2016-06-17 22:38:55,2016-06-17 22:46:38,1,1.69,-73.97438049316406,40.783470153808594,-73.94844818115234,40.77066040039063,1,N,1,8.0,0.5,0.5,0.3,1.86,0.0,11.16
2,2016-01-10 15:25:31,2016-01-10 15:47:47,1,5.72,-73.96238708496094,40.81042098999024,-73.99165344238281,40.75136947631836,1,N,1,21.5,0.0,0.5,0.3,3.0,0.0,25.3
1,2016-04-19 14:54:13,2016-04-19 15:10:54,2,1.3,-74.00519561767578,40.740623474121094,-73.99972534179686,40.72353744506836,1,N,2,11.5,0.0,0.5,0.3,0.0,0.0,12.3
1,2016-03-14 01:32:30,2016-03-14 01:40:57,1,2.4,-73.98785400390625,40.72417068481445,-73.98014831542969,40.74980163574219,1,N,1,9.5,0.5,0.5,0.3,2.15,0.0,12.95
2,2016-03-17 15:39:21,2016-03-17 15:45:14,2,0.77,-73.9779281616211,40.74588012695313,-73.9687271118164,40.75244903564453,1,N,2,5.5,0.0,0.5,0.3,0.0,0.0,6.3
2,2016-02-27 10:39:43,2016-02-27 10:49:38,1,1.73,-73.99352264404298,40.736141204833984,-74.0003890991211,40.71944808959961,1,N,1,8.5,0.0,0.5,0.3,1.86,0.0,11.16
2,2016-02-25 23:44:40,2016-02-25 23:48:56,6,0.89,-73.95072937011719,40.82630920410156,-73.95845794677734,40.82167053222656,1,N,1,5.5,0.5,0.5,0.3,1.36,0.0,8.16
1,2016-06-25 20:31:25,2016-06-25 20:53:46,2,6.0,-73.99453735351562,40.70295715332031,-73.98564910888672,40.74435806274415,1,N,2,22.0,0.5,0.5,0.3,0.0,0.0,23.3
2,2016-05-10 14:42:19,2016-05-10 14:56:21,1,2.05,-73.99749755859375,40.72097778320313,-74.0047378540039,40.741905212402344,1,N,1,10.5,0.0,0.5,0.3,1.0,0.0,12.3
2,2016-06-26 23:53:29,2016-06-27 00:09:52,1,4.45,-73.98509979248048,40.768421173095696,-73.98069763183594,40.72138977050781,1,N,1,15.5,0.5,0.5,0.3,3.36,0.0,20.16
2,2016-05-02 22:07:34,2016-05-02 22:16:52,1,1.98,-73.95489501953125,40.7806053161621,-73.9714584350586,40.79757308959961,1,N,2,9.0,0.5,0.5,0.3,0.0,0.0,10.3
2,2016-06-15 22:05:21,2016-06-15 22:15:59,2,1.89,-73.96559143066406,40.76884078979492,-73.98574829101562,40.76388168334961,1,N,1,9.5,0.5,0.5,0.3,1.5,0.0,12.3
1,2016-02-13 17:47:55,2016-02-13 17:58:00,1,1.7,-73.9905014038086,40.75103759765625,-73.9857864379883,40.76704788208008,1,N,1,9.0,0.0,0.5,0.3,2.0,0.0,11.8
1,2016-04-08 08:28:48,2016-04-08 08:46:37,1,1.6,-73.9588851928711,40.77493667602539,-73.97542572021484,40.75954055786133,1,N,1,12.5,0.0,0.5,0.3,2.65,0.0,15.95
2,2016-06-16 13:29:06,2016-06-16 13:38:56,1,0.91,-74.00106811523438,40.757190704345696,-73.99473571777342,40.75032043457031,1,N,1,7.5,0.0,0.5,0.3,1.66,0.0,9.96
2,2016-03-16 16:39:17,2016-03-16 17:00:17,5,2.21,-73.95771789550781,40.76527786254883,-73.9819107055664,40.76618194580078,1,N,1,14.5,1.0,0.5,0.3,3.26,0.0,19.56
1,2016-04-13 13:02:53,2016-04-13 13:10:00,1,1.0,-73.98129272460938,40.78083419799805,-73.9693374633789,40.78877639770508,1,N,2,7.0,0.0,0.5,0.3,0.0,0.0,7.8
2,2016-02-27 19:14:06,2016-02-27 19:20:01,1,1.16,-74.01112365722656,40.708168029785156,-74.00782775878906,40.71705627441406,1,N,1,6.5,0.0,0.5,0.3,1.7,0.0,9.0
2,2016-05-15 12:24:05,2016-05-15 12:39:30,1,4.55,-73.97392272949219,40.73841094970703,-73.95834350585938,40.78432083129883,1,N,1,16.0,0.0,0.5,0.3,2.0,0.0,18.8
1,2016-04-12 14:15:12,2016-04-12 14:55:54,1,5.8,-73.99205780029298,40.75412368774415,-73.9758529663086,40.76070785522461,1,N,2,28.0,0.0,0.5,0.3,0.0,0.0,28.8
2,2016-02-25 20:34:09,2016-02-25 20:53:17,1,3.21,-73.94822692871094,40.78274154663085,-73.98410034179686,40.76021957397461,1,N,1,14.5,0.5,0.5,0.3,3.95,0.0,19.75
1,2016-05-01 12:08:55,2016-05-01 12:13:37,1,0.8,-73.98064422607422,40.685462951660156,-73.97232818603516,40.69116973876953,1,N,1,5.0,0.0,0.5,0.3,1.15,0.0,6.95
1,2016-02-29 02:38:42,2016-02-29 02:49:41,1,3.7,-73.99238586425781,40.73062515258789,-73.9535598754883,40.76705551147461,1,N,1,12.5,0.5,0.5,0.3,3.45,0.0,17.25
1,2016-05-21 23:55:29,2016-05-22 00:51:14,1,9.3,-73.96748352050781,40.77114868164063,-73.96774291992188,40.68803787231445,1,N,1,41.5,0.5,0.5,0.3,8.56,0.0,51.36
2,2016-05-02 15:43:50,2016-05-02 16:00:47,5,2.21,-73.97675323486328,40.760841369628906,-73.97239685058595,40.78579330444336,1,N,1,12.5,0.0,0.5,0.3,2.66,0.0,15.96
2,2016-06-15 20:26:52,2016-06-15 20:34:36,3,1.39,-73.96426391601562,40.80769729614258,-73.94947814941406,40.79643249511719,1,N,2,7.5,0.5,0.5,0.3,0.0,0.0,8.8
2,2016-06-09 09:29:59,2016-06-09 09:41:57,1,2.55,-73.994873046875,40.74536895751953,-74.01335144042969,40.71458053588867,1,N,1,11.0,0.0,0.5,0.3,1.0,0.0,12.8
2,2016-04-01 13:04:39,2016-04-01 13:53:32,1,6.19,-73.9594497680664,40.71622848510742,-73.99519348144531,40.75384140014648,1,N,2,31.5,0.0,0.5,0.3,0.0,0.0,32.3
2,2016-02-18 23:04:04,2016-02-18 23:38:28,1,8.39,-73.99214172363281,40.76982116699219,-73.9271011352539,40.70568466186523,1,N,1,29.5,0.5,0.5,0.3,6.16,0.0,36.96
1,2016-02-15 21:57:58,2016-02-15 21:57:58,2,0.0,-73.98475646972656,40.75928115844727,0.0,0.0,1,N,2,3.0,0.5,0.5,0.3,0.0,0.0,4.3
2,2016-05-10 17:12:48,2016-05-10 17:26:00,3,3.75,-73.79232025146483,40.64604187011719,-73.7761993408203,40.67623519897461,1,N,2,14.0,1.0,0.5,0.3,0.0,0.0,15.8
1,2016-02-06 22:56:09,2016-02-06 23:24:12,4,12.6,-73.98567962646483,40.762203216552734,-73.89667510986328,40.8820686340332,1,N,2,37.5,0.5,0.5,0.3,0.0,0.0,38.8
1,2016-01-15 17:29:56,2016-01-15 17:57:44,1,3.6,-73.98223114013672,40.73131561279297,-73.95893096923827,40.77507781982422,1,N,1,19.0,1.0,0.5,0.3,4.15,0.0,24.95
2,2016-05-28 17:52:22,2016-05-28 18:01:54,1,1.22,-73.99129486083984,40.74979782104492,-73.97703552246094,40.74721145629883,1,N,1,8.0,0.0,0.5,0.3,1.76,0.0,10.56
2,2016-02-28 16:15:20,2016-02-28 16:26:17,5,1.79,-73.96248626708984,40.76728820800781,-73.97242736816406,40.78392791748047,1,N,1,9.0,0.0,0.5,0.3,1.5,0.0,11.3
2,2016-02-14 00:02:04,2016-02-14 00:05:45,6,0.61,-73.9878921508789,40.75320053100585,-73.98062896728516,40.74771118164063,1,N,2,4.5,0.5,0.5,0.3,0.0,0.0,5.8
1,2016-04-19 22:48:04,2016-04-19 23:14:21,1,6.8,-73.9622344970703,40.77043914794922,-73.89815521240234,40.71494674682617,1,N,1,24.5,0.5,0.5,0.3,3.0,0.0,28.8
2,2016-01-16 14:45:36,2016-01-16 15:12:29,3,8.47,-73.87088012695312,40.773738861083984,-73.98635864257811,40.75034713745117,1,N,1,29.0,0.0,0.5,0.3,7.07,5.54,42.41
1,2016-01-20 09:28:14,2016-01-20 09:44:15,1,1.4,-73.9828109741211,40.745216369628906,-73.97029876708984,40.762454986572266,1,N,1,11.0,0.0,0.5,0.3,2.35,0.0,14.15
1,2016-05-24 06:10:03,2016-05-24 06:14:49,1,0.7,-73.98564147949219,40.74404525756836,-73.994140625,40.74999237060547,1,N,2,5.0,0.0,0.5,0.3,0.0,0.0,5.8
2,2016-04-28 16:03:52,2016-04-28 16:24:19,1,2.19,-73.97830200195312,40.786041259765625,-73.96839141845702,40.76462173461913,1,N,2,13.5,1.0,0.5,0.3,0.0,0.0,15.3
2,2016-03-11 06:13:57,2016-03-11 06:17:00,5,0.78,-73.96803283691406,40.762519836425774,-73.97503662109375,40.75278091430664,1,N,1,4.5,0.0,0.5,0.3,1.06,0.0,6.36
1,2016-03-05 21:36:05,2016-03-05 21:57:10,1,3.8,-73.96833801269531,40.79930114746094,-73.92475128173827,40.82247543334961,1,N,1,16.5,0.5,0.5,0.3,0.0,0.0,17.8
2,2016-06-30 23:34:48,2016-07-01 00:15:34,1,11.44,-73.95130157470702,40.76057815551758,-73.97904968261719,40.66054153442383,1,N,1,36.0,0.5,0.5,0.3,7.46,0.0,44.76
2,2016-05-09 22:41:12,2016-05-09 22:48:51,3,1.42,-74.01602172851562,40.711097717285156,-74.00662994384766,40.706878662109375,1,N,1,7.5,0.5,0.5,0.3,2.2,0.0,11.0
1,2016-05-11 10:40:41,2016-05-11 10:53:38,1,1.5,-73.97956848144531,40.75530242919922,-73.98064422607422,40.73938369750977,1,N,1,9.5,0.0,0.5,0.3,1.0,0.0,11.3
1,2016-02-11 00:20:08,2016-02-11 00:25:55,1,2.1,-74.00448608398438,40.7476806640625,-73.9807357788086,40.7646598815918,1,N,1,8.0,0.5,0.5,0.3,2.3,0.0,11.6
1,2016-01-28 01:30:00,2016-01-28 01:53:44,1,10.7,-73.77684783935547,40.645301818847656,-73.93022155761719,40.66694259643555,1,N,1,31.5,0.5,0.5,0.3,0.0,0.0,32.8
1,2016-04-24 15:51:35,2016-04-24 16:15:34,1,5.0,-73.98836517333984,40.77777099609375,-74.0031967163086,40.72306823730469,1,N,1,20.0,0.0,0.5,0.3,4.15,0.0,24.95
2,2016-06-20 21:33:02,2016-06-20 21:41:17,1,1.77,-73.98716735839844,40.77619934082031,-73.96262359619139,40.77267074584961,1,N,1,8.0,0.5,0.5,0.3,2.0,0.0,11.3
2,2016-05-25 10:00:07,2016-05-25 10:06:31,3,0.53,-73.99739837646483,40.74665832519531,-73.99645233154298,40.752605438232415,1,N,1,5.5,0.0,0.5,0.3,0.0,0.0,6.3
2,2016-03-22 08:36:48,2016-03-22 09:06:39,1,9.04,-73.95758056640625,40.77690887451172,-74.01148986816406,40.721546173095696,1,N,1,30.0,0.0,0.5,0.3,6.16,0.0,36.96
2,2016-01-19 20:37:33,2016-01-19 20:48:28,1,2.57,-73.978271484375,40.77312850952149,-73.94667053222656,40.77669143676758,1,N,2,10.5,0.5,0.5,0.3,0.0,0.0,11.8
2,2016-01-06 23:34:38,2016-01-06 23:34:41,2,0.0,0.0,0.0,-73.99703216552734,40.73254013061523,5,N,1,53.0,0.0,0.0,0.3,10.66,0.0,63.96
1,2016-04-09 19:50:54,2016-04-09 19:59:17,1,1.3,-73.9680938720703,40.80060958862305,-73.94898986816406,40.79660034179688,1,N,2,7.5,0.0,0.5,0.3,0.0,0.0,8.3
1,2016-05-08 17:21:39,2016-05-08 17:39:25,2,2.0,-73.96350860595702,40.77702713012695,-73.98350524902342,40.75757598876953,1,N,2,12.5,0.0,0.5,0.3,0.0,0.0,13.3
2,2016-04-22 19:50:02,2016-04-22 19:59:08,1,0.95,-73.99359130859375,40.73566818237305,-73.9960708618164,40.72520065307617,1,N,2,7.0,1.0,0.5,0.3,0.0,0.0,8.8
2,2016-04-02 17:10:16,2016-04-02 17:22:09,1,1.53,-74.0035400390625,40.73860168457031,-73.98876190185547,40.75534057617188,1,N,1,9.5,0.0,0.5,0.3,2.0,0.0,12.3
1,2016-01-10 10:51:39,2016-01-10 11:00:08,1,1.3,-73.98577880859375,40.75879287719727,-73.99464416503906,40.750484466552734,1,N,2,7.5,0.0,0.5,0.3,0.0,0.0,8.3
1,2016-06-24 22:54:03,2016-06-24 22:56:33,1,0.5,0.0,0.0,0.0,0.0,1,N,1,4.0,0.5,0.5,0.3,1.05,0.0,6.35
1,2016-04-14 13:14:50,2016-04-14 13:44:37,1,4.0,-73.91795349121094,40.743309020996094,-73.98728942871094,40.75068664550781,1,N,1,20.5,0.0,0.5,0.3,5.35,5.54,32.19
1,2016-01-28 09:55:33,2016-01-28 10:08:38,1,2.4,-73.984619140625,40.69623565673828,-73.98970794677734,40.72970199584961,1,N,1,11.5,0.0,0.5,0.3,2.0,0.0,14.3
1,2016-04-27 12:59:12,2016-04-27 13:02:49,1,0.4,0.0,0.0,0.0,0.0,1,N,1,4.5,0.0,0.5,0.3,0.5,0.0,5.8
2,2016-05-18 00:51:08,2016-05-18 01:03:22,1,2.38,-74.0079574584961,40.74039077758789,-73.98385620117188,40.76521682739258,1,N,2,11.0,0.5,0.5,0.3,0.0,0.0,12.3
1,2016-02-14 13:19:19,2016-02-14 13:38:50,1,1.8,-74.0003433227539,40.75857162475585,-73.98406982421875,40.746490478515625,1,N,1,13.0,0.0,0.5,0.3,2.76,0.0,16.56
2,2016-04-29 01:58:15,2016-04-29 02:06:52,1,2.62,-73.98393249511719,40.72117614746094,-73.95148468017578,40.710899353027344,1,N,1,10.5,0.5,0.5,0.3,2.36,0.0,14.16
1,2016-05-11 18:35:47,2016-05-11 18:52:24,1,1.9,-73.9718017578125,40.76087951660156,-73.98916625976562,40.73806381225585,1,N,1,12.0,1.0,0.5,0.3,2.75,0.0,16.55
1,2016-03-21 23:12:54,2016-03-21 23:19:13,1,1.3,-73.95321655273438,40.77577209472656,-73.96791076660156,40.762916564941406,1,N,2,7.0,0.5,0.5,0.3,0.0,0.0,8.3
2,2016-04-08 23:12:34,2016-04-08 23:29:04,5,1.94,-74.00031280517578,40.74271774291992,-73.9861068725586,40.72643661499024,1,N,1,12.0,0.5,0.5,0.3,1.0,0.0,14.3
2,2016-06-02 07:08:29,2016-06-02 07:21:04,6,2.42,-74.0076675415039,40.73180389404297,-73.98434448242188,40.75449752807617,1,N,1,10.5,0.0,0.5,0.3,2.26,0.0,13.56
1,2016-03-04 19:26:46,2016-03-04 19:58:53,1,12.7,-73.97835540771484,40.763496398925774,-73.97288513183594,40.63560104370117,1,N,1,38.0,1.0,0.5,0.3,9.05,5.54,54.39
2,2016-06-06 05:32:45,2016-06-06 05:40:48,1,1.86,-73.95072937011719,40.77141952514648,-73.9727020263672,40.760826110839844,1,N,2,8.5,0.5,0.5,0.3,0.0,0.0,9.8
1,2016-05-12 23:49:55,2016-05-13 00:20:26,1,6.6,-74.01046752929686,40.70458984375,-73.97734069824219,40.7586326599121,1,N,1,24.5,0.5,0.5,0.3,6.0,0.0,31.8
1,2016-04-15 22:11:28,2016-04-15 22:24:38,1,0.8,-73.98487854003906,40.7632942199707,-73.98688507080078,40.75614547729492,1,N,1,9.0,0.5,0.5,0.3,0.0,0.0,10.3
2,2016-01-16 18:31:03,2016-01-16 18:45:43,1,2.26,-73.9898910522461,40.75154113769531,-73.9640884399414,40.754554748535156,1,N,1,11.5,0.0,0.5,0.3,2.46,0.0,14.76
2,2016-02-24 21:50:39,2016-02-24 21:56:56,1,1.79,-73.97206115722656,40.76226043701172,-73.97560882568358,40.78038024902344,1,N,1,7.5,0.5,0.5,0.3,1.76,0.0,10.56
2,2016-01-10 19:40:58,2016-01-10 19:53:39,3,7.62,-73.88514709472656,40.77265930175781,-73.9779281616211,40.74819946289063,1,N,1,22.0,0.0,0.5,0.3,5.67,5.54,34.01
1,2016-01-24 12:19:13,2016-01-24 12:32:56,1,2.4,-74.0040512084961,40.74758911132813,-73.97229766845702,40.75353240966797,1,N,2,11.0,0.0,0.5,0.3,0.0,0.0,11.8
1,2016-04-05 18:42:32,2016-04-05 18:56:56,1,3.8,-73.95574951171875,40.77209091186523,-73.9395751953125,40.815616607666016,1,N,1,13.5,1.0,0.5,0.3,3.05,0.0,18.35
1,2016-03-28 10:15:28,2016-03-28 10:37:20,1,2.0,-73.98841857910156,40.73713684082031,-73.98149871826173,40.75853729248047,1,N,1,14.0,0.0,0.5,0.3,3.7,0.0,18.5
2,2016-01-16 02:40:18,2016-01-16 03:09:07,4,7.52,-74.00714111328125,40.73944091796875,-73.91621398925781,40.764442443847656,1,N,1,25.5,0.5,0.5,0.3,6.7,0.0,33.5
1,2016-01-09 12:23:11,2016-01-09 12:26:24,1,0.3,-73.99758911132812,40.7414665222168,-74.00070190429686,40.73716354370117,1,N,1,4.0,0.0,0.5,0.3,0.95,0.0,5.75
2,2016-06-12 19:40:15,2016-06-12 19:46:06,1,1.12,-73.9843521118164,40.7430534362793,-73.97273254394531,40.75312042236328,1,N,1,6.0,0.0,0.5,0.3,1.0,0.0,7.8
1,2016-04-01 08:12:00,2016-04-01 08:15:03,1,0.4,-73.9830093383789,40.766845703125,-73.9903335571289,40.77003860473633,1,N,2,4.0,0.0,0.5,0.3,0.0,0.0,4.8
2,2016-02-29 16:53:58,2016-02-29 17:08:14,1,2.14,-73.9771957397461,40.75313186645508,-73.98236083984375,40.77134323120117,1,N,1,11.0,1.0,0.5,0.3,3.84,0.0,16.64
1,2016-04-15 04:52:23,2016-04-15 04:57:37,1,1.1,-73.96717071533203,40.75667572021485,-73.98577880859375,40.76297378540039,1,N,2,6.0,0.5,0.5,0.3,0.0,0.0,7.3
2,2016-04-11 21:48:04,2016-04-11 21:52:40,1,0.99,-73.97252655029298,40.76507186889648,-73.97753143310547,40.75376510620117,1,N,1,5.5,0.5,0.5,0.3,1.36,0.0,8.16
2,2016-05-17 23:12:09,2016-05-17 23:19:10,3,0.81,-73.97603607177734,40.76022720336913,-73.98494720458984,40.756160736083984,1,N,2,6.0,0.5,0.5,0.3,0.0,0.0,7.3
1,2016-06-13 08:59:11,2016-06-13 09:02:48,2,0.3,-73.96401977539062,40.765472412109375,-73.96535491943358,40.76913070678711,1,N,1,4.0,0.0,0.5,0.3,1.4,0.0,6.2
2,2016-06-04 03:45:16,2016-06-04 03:49:29,2,1.2,-73.9888687133789,40.76362228393555,-73.99182891845702,40.74939346313477,1,N,2,5.5,0.5,0.5,0.3,0.0,0.0,6.8
2,2016-05-16 20:35:43,2016-05-16 20:59:22,1,12.51,-73.99095153808595,40.75571823120117,-73.9000015258789,40.90803146362305,1,N,1,36.0,0.5,0.5,0.3,11.95,2.54,51.79
1,2016-02-19 20:47:48,2016-02-19 20:53:11,2,1.0,-73.96834564208984,40.799713134765625,-73.97784423828125,40.78706741333008,1,N,2,6.0,0.5,0.5,0.3,0.0,0.0,7.3
1,2016-03-30 22:00:58,2016-03-30 22:28:58,1,10.7,-73.97296142578125,40.75823974609375,-73.98111724853516,40.65113067626953,1,N,1,32.5,0.5,0.5,0.3,7.0,0.0,40.8
1,2016-03-05 23:28:22,2016-03-05 23:35:57,1,1.4,-73.98047637939453,40.676265716552734,-73.9571762084961,40.674278259277344,1,N,1,7.5,0.5,0.5,0.3,1.75,0.0,10.55
1,2016-01-06 23:28:11,2016-01-06 23:37:21,1,1.4,-73.99271392822266,40.76174545288085,-73.97698211669923,40.750091552734375,1,N,1,8.0,0.5,0.5,0.3,1.0,0.0,10.3
2,2016-04-10 00:38:45,2016-04-10 01:13:48,1,9.76,-74.00353240966798,40.72262191772461,-73.9432144165039,40.81582260131836,1,N,2,33.5,0.5,0.5,0.3,0.0,0.0,34.8
1,2016-06-26 00:08:06,2016-06-26 00:20:56,1,1.9,0.0,0.0,0.0,0.0,1,N,1,10.0,0.5,0.5,0.3,1.5,0.0,12.8
2,2016-01-29 22:25:31,2016-01-29 22:50:20,1,3.74,-73.97389221191406,40.75747680664063,-74.00738525390625,40.715782165527344,1,N,1,17.5,0.5,0.5,0.3,3.76,0.0,22.56
2,2016-04-10 12:32:23,2016-04-10 12:52:22,5,2.65,-73.98372650146483,40.7812385559082,-73.94915771484375,40.77363967895508,1,N,1,14.5,0.0,0.5,0.3,3.06,0.0,18.36
2,2016-03-14 03:43:57,2016-03-14 03:59:47,1,5.17,-73.99913787841797,40.74428939819336,-73.97429656982422,40.67956161499024,1,N,1,18.0,0.5,0.5,0.3,3.86,0.0,23.16
1,2016-05-23 18:40:11,2016-05-23 18:48:02,1,0.6,-73.9764175415039,40.7519416809082,-73.98853302001955,40.75618743896485,1,N,1,6.5,1.0,0.5,0.3,2.0,0.0,10.3
1,2016-02-02 10:17:33,2016-02-02 10:47:36,2,3.4,-73.97370910644531,40.76449966430664,-73.99951934814453,40.72222900390625,1,N,1,19.5,0.0,0.5,0.3,2.0,0.0,22.3
1,2016-02-18 15:51:34,2016-02-18 15:59:13,1,0.9,-73.98575592041014,40.75711441040039,-73.97711944580078,40.74971389770508,1,N,2,6.5,0.0,0.5,0.3,0.0,0.0,7.3
2,2016-01-30 08:26:53,2016-01-30 08:45:28,5,6.77,-73.99784851074219,40.68307113647461,-73.9844207763672,40.739479064941406,1,N,1,22.0,0.0,0.5,0.3,5.0,0.0,27.8
1,2016-01-27 16:06:34,2016-01-27 17:11:08,1,8.7,-73.87298583984375,40.77405166625977,-73.99598693847656,40.744327545166016,1,N,1,39.5,0.0,0.5,0.3,10.0,5.54,55.84
1,2016-01-13 14:28:09,2016-01-13 14:31:43,1,0.4,-73.98450469970702,40.754219055175774,-73.97679138183594,40.76555633544922,1,N,2,4.5,0.0,0.5,0.3,0.0,0.0,5.3
2,2016-01-09 11:40:29,2016-01-09 11:53:14,1,2.45,-73.9854507446289,40.7386589050293,-73.96856689453125,40.76750183105469,1,N,1,11.0,0.0,0.5,0.3,1.0,0.0,12.8
2,2016-05-25 02:01:23,2016-05-25 02:24:40,1,3.74,-73.98497772216798,40.76388931274415,-73.94976043701173,40.7919807434082,1,N,2,15.0,0.5,0.5,0.3,0.0,0.0,16.3
