WeekStarting,Store,Brand,Quantity,logQuantity,Advert,Price,Age60,COLLEGE,INCOME,Hincome150,Large HH,Minorities,WorkingWoman,SSTRDIST,SSTRVOL,CPDIST5,CPWVOL5
10/4/1990,14,minute.maid,10496,9.258749511,0,3.17,0.213949275,0.348293024,11.04392933,0.750769908,0.107894294,0.034178744,0.36230574600000004,3.320947571,0.75,2.359891293,0.73181003
10/4/1990,14,tropicana,12160,9.405907156,1,3.29,0.213949275,0.348293024,11.04392933,0.750769908,0.107894294,0.034178744,0.36230574600000004,3.320947571,0.75,2.359891293,0.73181003
10/4/1990,18,dominicks,15168,9.626943225,0,1.79,0.272313368,0.072246456,10.39197554,0.09335194599999999,0.097937631,0.074417144,0.313907719,1.9803070919999999,0.666666667,1.684315129,0.15422476400000001
10/4/1990,18,minute.maid,17408,9.76468515,0,2.62,0.272313368,0.072246456,10.39197554,0.09335194599999999,0.097937631,0.074417144,0.313907719,1.9803070919999999,0.666666667,1.684315129,0.15422476400000001
10/4/1990,18,tropicana,11584,9.357380115,1,3.19,0.272313368,0.072246456,10.39197554,0.09335194599999999,0.097937631,0.074417144,0.313907719,1.9803070919999999,0.666666667,1.684315129,0.15422476400000001
10/4/1990,21,dominicks,8064,8.99516499,0,1.79,0.06689645799999999,0.17750345,10.71619397,0.123485737,0.164179104,0.10503877699999999,0.406070931,0.267524672,1.05,1.953944431,0.602073176
10/4/1990,21,minute.maid,7232,8.886270902,0,2.62,0.06689645799999999,0.17750345,10.71619397,0.123485737,0.164179104,0.10503877699999999,0.406070931,0.267524672,1.05,1.953944431,0.602073176
10/4/1990,21,tropicana,8064,8.99516499,1,2.99,0.06689645799999999,0.17750345,10.71619397,0.123485737,0.164179104,0.10503877699999999,0.406070931,0.267524672,1.05,1.953944431,0.602073176
10/4/1990,28,dominicks,3520,8.166216269,0,1.79,0.213308785,0.233162564,10.79853422,0.445140033,0.103665655,0.055935473,0.38905852399999996,2.9129222869999998,1.727272727,1.8207766859999999,0.8142210009999999
10/4/1990,28,minute.maid,5696,8.647519453,0,2.99,0.213308785,0.233162564,10.79853422,0.445140033,0.103665655,0.055935473,0.38905852399999996,2.9129222869999998,1.727272727,1.8207766859999999,0.8142210009999999
10/4/1990,28,tropicana,6720,8.812843434,1,3.29,0.213308785,0.233162564,10.79853422,0.445140033,0.103665655,0.055935473,0.38905852399999996,2.9129222869999998,1.727272727,1.8207766859999999,0.8142210009999999
10/4/1990,32,dominicks,10944,9.30054664,0,1.79,0.25495303199999997,0.198259861,10.67447502,0.538346427,0.080251365,0.031938514,0.344152081,6.497971979,0.52173913,3.337253941,0.36565980200000003
10/4/1990,32,minute.maid,12928,9.467150781,0,3.17,0.25495303199999997,0.198259861,10.67447502,0.538346427,0.080251365,0.031938514,0.344152081,6.497971979,0.52173913,3.337253941,0.36565980200000003
10/4/1990,32,tropicana,19648,9.885730831,1,3.29,0.25495303199999997,0.198259861,10.67447502,0.538346427,0.080251365,0.031938514,0.344152081,6.497971979,0.52173913,3.337253941,0.36565980200000003
10/4/1990,33,dominicks,2752,7.920083199,0,1.79,0.134169965,0.419688004,10.34592726,0.862559242,0.013506356,0.130127179,0.47230828799999997,3.1295561989999996,2.416666667,0.8672152609999999,0.752824617
10/4/1990,33,minute.maid,9088,9.114710141,0,3.17,0.134169965,0.419688004,10.34592726,0.862559242,0.013506356,0.130127179,0.47230828799999997,3.1295561989999996,2.416666667,0.8672152609999999,0.752824617
10/4/1990,33,tropicana,13632,9.520175249,1,2.99,0.134169965,0.419688004,10.34592726,0.862559242,0.013506356,0.130127179,0.47230828799999997,3.1295561989999996,2.416666667,0.8672152609999999,0.752824617
10/4/1990,40,dominicks,13824,9.534161491,0,1.79,0.18185179999999998,0.072128605,10.55025042,0.068989386,0.12681298900000001,0.044053067,0.306107955,1.0863861609999999,0.4,1.28992007,0.444661211
10/4/1990,40,minute.maid,6400,8.764053269,0,2.62,0.18185179999999998,0.072128605,10.55025042,0.068989386,0.12681298900000001,0.044053067,0.306107955,1.0863861609999999,0.4,1.28992007,0.444661211
10/4/1990,40,tropicana,6016,8.702177866,1,2.67,0.18185179999999998,0.072128605,10.55025042,0.068989386,0.12681298900000001,0.044053067,0.306107955,1.0863861609999999,0.4,1.28992007,0.444661211
10/4/1990,44,dominicks,7232,8.886270902,0,1.79,0.19098277600000002,0.329738388,10.86915875,0.64268521,0.116388096,0.037632074,0.340794382,6.134798707000001,0.615384615,1.64310311,0.539190205
10/4/1990,44,minute.maid,9152,9.121727714,0,2.99,0.19098277600000002,0.329738388,10.86915875,0.64268521,0.116388096,0.037632074,0.340794382,6.134798707000001,0.615384615,1.64310311,0.539190205
10/4/1990,44,tropicana,14208,9.561560465,1,3.29,0.19098277600000002,0.329738388,10.86915875,0.64268521,0.116388096,0.037632074,0.340794382,6.134798707000001,0.615384615,1.64310311,0.539190205
10/4/1990,45,dominicks,9728,9.182763604,0,1.79,0.128857348,0.280150164,10.74537796,0.342017119,0.083717204,0.087233873,0.464112624,3.1588165960000003,1.25,2.8918906310000003,0.887524737
10/4/1990,45,minute.maid,4928,8.502688505,0,2.62,0.128857348,0.280150164,10.74537796,0.342017119,0.083717204,0.087233873,0.464112624,3.1588165960000003,1.25,2.8918906310000003,0.887524737
10/4/1990,45,tropicana,9088,9.114710141,1,2.99,0.128857348,0.280150164,10.74537796,0.342017119,0.083717204,0.087233873,0.464112624,3.1588165960000003,1.25,2.8918906310000003,0.887524737
10/4/1990,47,dominicks,8384,9.034080407000001,0,1.79,0.125798297,0.140598651,10.63532646,0.33567134299999996,0.145731588,0.120675891,0.39802702100000004,4.910910686999999,2.028571429,1.967744964,0.794855358
10/4/1990,47,minute.maid,7744,8.954673629,0,2.99,0.125798297,0.140598651,10.63532646,0.33567134299999996,0.145731588,0.120675891,0.39802702100000004,4.910910686999999,2.028571429,1.967744964,0.794855358
10/4/1990,47,tropicana,8576,9.056722882999999,1,2.99,0.125798297,0.140598651,10.63532646,0.33567134299999996,0.145731588,0.120675891,0.39802702100000004,4.910910686999999,2.028571429,1.967744964,0.794855358
10/4/1990,48,dominicks,7936,8.979164649,0,1.79,0.097921961,0.303260384,10.75602879,0.303356282,0.07848683,0.099491703,0.45968282299999996,4.65068687,1.615384615,2.198071182,0.9044167340000001
10/4/1990,48,minute.maid,10112,9.221478116,0,2.99,0.097921961,0.303260384,10.75602879,0.303356282,0.07848683,0.099491703,0.45968282299999996,4.65068687,1.615384615,2.198071182,0.9044167340000001
10/4/1990,48,tropicana,6272,8.743850562,1,3.29,0.097921961,0.303260384,10.75602879,0.303356282,0.07848683,0.099491703,0.45968282299999996,4.65068687,1.615384615,2.198071182,0.9044167340000001
10/4/1990,49,dominicks,7488,8.921057017999999,0,1.79,0.18747318699999999,0.319949969,10.80675383,0.43170899100000004,0.10247191,0.038352638,0.346411721,3.439418592,2.272727273,1.807235771,0.9205689579999999
10/4/1990,49,minute.maid,5888,8.68067166,0,2.99,0.18747318699999999,0.319949969,10.80675383,0.43170899100000004,0.10247191,0.038352638,0.346411721,3.439418592,2.272727273,1.807235771,0.9205689579999999
10/4/1990,49,tropicana,5824,8.66974259,1,3.29,0.18747318699999999,0.319949969,10.80675383,0.43170899100000004,0.10247191,0.038352638,0.346411721,3.439418592,2.272727273,1.807235771,0.9205689579999999
10/4/1990,50,dominicks,6464,8.774003599999999,0,1.79,0.153357376,0.128764278,10.58930796,0.240180587,0.111798396,0.07092564,0.3242127,2.767046304,0.727272727,1.9393285340000002,0.470972765
10/4/1990,50,minute.maid,6016,8.702177866,0,2.62,0.153357376,0.128764278,10.58930796,0.240180587,0.111798396,0.07092564,0.3242127,2.767046304,0.727272727,1.9393285340000002,0.470972765
10/4/1990,50,tropicana,2944,7.98752448,1,3.19,0.153357376,0.128764278,10.58930796,0.240180587,0.111798396,0.07092564,0.3242127,2.767046304,0.727272727,1.9393285340000002,0.470972765
10/4/1990,51,dominicks,10304,9.240287448,0,1.79,0.17615971800000002,0.17191671100000003,10.62083942,0.316889001,0.130340815,0.025425719,0.313189796,2.1025538040000002,1.25,2.226766425,0.310202569
10/4/1990,51,minute.maid,8768,9.078864009,0,2.99,0.17615971800000002,0.17191671100000003,10.62083942,0.316889001,0.130340815,0.025425719,0.313189796,2.1025538040000002,1.25,2.226766425,0.310202569
10/4/1990,51,tropicana,7040,8.859363449,1,3.29,0.17615971800000002,0.17191671100000003,10.62083942,0.316889001,0.130340815,0.025425719,0.313189796,2.1025538040000002,1.25,2.226766425,0.310202569
10/4/1990,52,dominicks,4736,8.462948177000001,0,1.79,0.152241195,0.372927296,11.05101698,0.727728684,0.10197651099999999,0.08489861300000001,0.393476864,4.7934391519999995,1.0555555559999998,2.533671515,0.334511569
10/4/1990,52,minute.maid,17344,9.761001904,0,3.17,0.152241195,0.372927296,11.05101698,0.727728684,0.10197651099999999,0.08489861300000001,0.393476864,4.7934391519999995,1.0555555559999998,2.533671515,0.334511569
10/4/1990,52,tropicana,20864,9.945780465,1,3.29,0.152241195,0.372927296,11.05101698,0.727728684,0.10197651099999999,0.08489861300000001,0.393476864,4.7934391519999995,1.0555555559999998,2.533671515,0.334511569
10/4/1990,53,dominicks,9664,9.17616292,0,1.79,0.300278681,0.2703835,10.60000405,0.44132306299999996,0.113686757,0.065722248,0.312635693,10.45970992,1.0,2.132004658,0.332950694
10/4/1990,53,minute.maid,14272,9.566054855,0,3.17,0.300278681,0.2703835,10.60000405,0.44132306299999996,0.113686757,0.065722248,0.312635693,10.45970992,1.0,2.132004658,0.332950694
10/4/1990,53,tropicana,22144,10.00532186,1,3.29,0.300278681,0.2703835,10.60000405,0.44132306299999996,0.113686757,0.065722248,0.312635693,10.45970992,1.0,2.132004658,0.332950694
10/4/1990,54,dominicks,9280,9.135616826,0,1.79,0.090222278,0.42112564399999997,10.91089788,0.646023263,0.10352240800000001,0.04664085900000001,0.43671875,4.899564267,1.333333333,1.963412365,0.645830051
10/4/1990,54,minute.maid,7744,8.954673629,0,2.99,0.090222278,0.42112564399999997,10.91089788,0.646023263,0.10352240800000001,0.04664085900000001,0.43671875,4.899564267,1.333333333,1.963412365,0.645830051
10/4/1990,54,tropicana,5568,8.624791202,1,3.29,0.090222278,0.42112564399999997,10.91089788,0.646023263,0.10352240800000001,0.04664085900000001,0.43671875,4.899564267,1.333333333,1.963412365,0.645830051
10/4/1990,56,dominicks,6400,8.764053269,0,1.79,0.192888549,0.237550719,10.83182543,0.578125,0.105927922,0.041356019,0.362168183,4.865720568,0.533333333,2.998578338,0.49612666200000005
10/4/1990,56,minute.maid,10048,9.215128888999999,0,2.99,0.192888549,0.237550719,10.83182543,0.578125,0.105927922,0.041356019,0.362168183,4.865720568,0.533333333,2.998578338,0.49612666200000005
10/4/1990,56,tropicana,8192,9.010913347,1,3.29,0.192888549,0.237550719,10.83182543,0.578125,0.105927922,0.041356019,0.362168183,4.865720568,0.533333333,2.998578338,0.49612666200000005
10/4/1990,59,dominicks,2368,7.769800996,0,1.79,0.110818913,0.233036093,10.7150398,0.292651757,0.14067611800000002,0.024246568,0.390696107,0.21727459600000001,1.0,3.331154049,0.395539036
10/4/1990,59,minute.maid,5248,8.565602331000001,0,2.62,0.110818913,0.233036093,10.7150398,0.292651757,0.14067611800000002,0.024246568,0.390696107,0.21727459600000001,1.0,3.331154049,0.395539036
10/4/1990,59,tropicana,7104,8.868413285,1,2.99,0.110818913,0.233036093,10.7150398,0.292651757,0.14067611800000002,0.024246568,0.390696107,0.21727459600000001,1.0,3.331154049,0.395539036
10/4/1990,62,dominicks,2304,7.742402022,0,1.79,0.22253426199999998,0.517760337,11.23619652,0.916699488,0.103979265,0.026510896000000003,0.322765158,5.452685258,0.705882353,2.184049779,0.201722445
10/4/1990,62,minute.maid,9664,9.17616292,0,3.17,0.22253426199999998,0.517760337,11.23619652,0.916699488,0.103979265,0.026510896000000003,0.322765158,5.452685258,0.705882353,2.184049779,0.201722445
10/4/1990,62,tropicana,16896,9.734832187,1,3.29,0.22253426199999998,0.517760337,11.23619652,0.916699488,0.103979265,0.026510896000000003,0.322765158,5.452685258,0.705882353,2.184049779,0.201722445
10/4/1990,64,dominicks,8832,9.086136769,0,1.79,0.141992021,0.16082131,10.60581744,0.093860685,0.135339885,0.07003419799999999,0.391294542,3.503787688,1.9230769230000002,1.939224403,0.560240328
10/4/1990,64,minute.maid,4608,8.435549202,0,2.99,0.141992021,0.16082131,10.60581744,0.093860685,0.135339885,0.07003419799999999,0.391294542,3.503787688,1.9230769230000002,1.939224403,0.560240328
10/4/1990,64,tropicana,3328,8.110126802,1,3.29,0.141992021,0.16082131,10.60581744,0.093860685,0.135339885,0.07003419799999999,0.391294542,3.503787688,1.9230769230000002,1.939224403,0.560240328
10/4/1990,67,dominicks,2560,7.847762538,0,1.79,0.210272984,0.28439465399999997,10.79695991,0.376326075,0.101871469,0.05053977900000001,0.385157627,1.63276453,1.785714286,1.929939975,1.143366607
10/4/1990,67,minute.maid,7040,8.859363449,0,2.62,0.210272984,0.28439465399999997,10.79695991,0.376326075,0.101871469,0.05053977900000001,0.385157627,1.63276453,1.785714286,1.929939975,1.143366607
10/4/1990,67,tropicana,5312,8.577723691000001,1,3.19,0.210272984,0.28439465399999997,10.79695991,0.376326075,0.101871469,0.05053977900000001,0.385157627,1.63276453,1.785714286,1.929939975,1.143366607
10/4/1990,68,dominicks,11712,9.368369236,0,1.79,0.181417756,0.15972151099999998,10.188365699999999,0.21865443399999998,0.108476376,0.22099105300000002,0.330539657,6.650601624,1.5384615380000002,1.626191859,0.125092069
10/4/1990,68,minute.maid,10880,9.29468152,0,3.17,0.181417756,0.15972151099999998,10.188365699999999,0.21865443399999998,0.108476376,0.22099105300000002,0.330539657,6.650601624,1.5384615380000002,1.626191859,0.125092069
10/4/1990,68,tropicana,14912,9.609921537,1,2.99,0.181417756,0.15972151099999998,10.188365699999999,0.21865443399999998,0.108476376,0.22099105300000002,0.330539657,6.650601624,1.5384615380000002,1.626191859,0.125092069
10/4/1990,70,dominicks,16640,9.719564714,0,1.79,0.19023580399999998,0.165669605,10.41235125,0.049271137,0.110542664,0.162860821,0.32772939,3.909329477,0.5,3.5277684369999998,0.367773151
10/4/1990,70,minute.maid,10496,9.258749511,0,2.62,0.19023580399999998,0.165669605,10.41235125,0.049271137,0.110542664,0.162860821,0.32772939,3.909329477,0.5,3.5277684369999998,0.367773151
10/4/1990,70,tropicana,12864,9.462187991,1,2.66,0.19023580399999998,0.165669605,10.41235125,0.049271137,0.110542664,0.162860821,0.32772939,3.909329477,0.5,3.5277684369999998,0.367773151
10/4/1990,71,dominicks,11072,9.312174678,0,1.79,0.26807087,0.159588077,10.40483843,0.163882428,0.075013729,0.074828009,0.303101737,6.673879403,1.45,1.818358986,0.266474174
10/4/1990,71,minute.maid,10240,9.234056899,0,3.17,0.26807087,0.159588077,10.40483843,0.163882428,0.075013729,0.074828009,0.303101737,6.673879403,1.45,1.818358986,0.266474174
10/4/1990,71,tropicana,8192,9.010913347,1,3.29,0.26807087,0.159588077,10.40483843,0.163882428,0.075013729,0.074828009,0.303101737,6.673879403,1.45,1.818358986,0.266474174
10/4/1990,72,dominicks,6272,8.743850562,0,1.79,0.28372768800000003,0.26872455300000003,10.71219307,0.571315163,0.101522843,0.04593884,0.331130976,3.002118069,0.857142857,1.696152707,0.644907796
10/4/1990,72,minute.maid,6848,8.831711918,0,3.17,0.28372768800000003,0.26872455300000003,10.71219307,0.571315163,0.101522843,0.04593884,0.331130976,3.002118069,0.857142857,1.696152707,0.644907796
10/4/1990,72,tropicana,16128,9.688312171,1,3.29,0.28372768800000003,0.26872455300000003,10.71219307,0.571315163,0.101522843,0.04593884,0.331130976,3.002118069,0.857142857,1.696152707,0.644907796
10/4/1990,73,dominicks,15552,9.651944527000001,0,1.79,0.257450782,0.07305396,10.61496569,0.005144033,0.135340763,0.10921329099999999,0.292748225,2.5846050380000003,1.5,3.228630183,0.18318752
10/4/1990,73,minute.maid,14656,9.592605087,0,2.62,0.257450782,0.07305396,10.61496569,0.005144033,0.135340763,0.10921329099999999,0.292748225,2.5846050380000003,1.5,3.228630183,0.18318752
10/4/1990,73,tropicana,13248,9.491601877,1,3.19,0.257450782,0.07305396,10.61496569,0.005144033,0.135340763,0.10921329099999999,0.292748225,2.5846050380000003,1.5,3.228630183,0.18318752
10/4/1990,74,dominicks,18432,9.821843564,0,1.79,0.307397856,0.07119776,10.48001664,0.15625,0.09019647800000001,0.041542429,0.297796572,7.05964577,0.666666667,2.533639879,0.394653498
10/4/1990,74,minute.maid,16832,9.731037116,0,2.99,0.307397856,0.07119776,10.48001664,0.15625,0.09019647800000001,0.041542429,0.297796572,7.05964577,0.666666667,2.533639879,0.394653498
10/4/1990,74,tropicana,9088,9.114710141,1,3.29,0.307397856,0.07119776,10.48001664,0.15625,0.09019647800000001,0.041542429,0.297796572,7.05964577,0.666666667,2.533639879,0.394653498
10/4/1990,75,dominicks,4480,8.407378325,0,1.79,0.207699493,0.219548453,9.867082871000001,0.496,0.06396470900000001,0.41599946600000004,0.315583259,7.192666501000001,2.230769231,1.3751264419999998,0.703181889
10/4/1990,75,minute.maid,10112,9.221478116,0,3.17,0.207699493,0.219548453,9.867082871000001,0.496,0.06396470900000001,0.41599946600000004,0.315583259,7.192666501000001,2.230769231,1.3751264419999998,0.703181889
10/4/1990,75,tropicana,18816,9.842462851,1,2.99,0.207699493,0.219548453,9.867082871000001,0.496,0.06396470900000001,0.41599946600000004,0.315583259,7.192666501000001,2.230769231,1.3751264419999998,0.703181889
10/4/1990,77,dominicks,7168,8.877381955,0,1.79,0.10110045,0.37687109700000004,10.98312087,0.624113475,0.11809317400000001,0.07350788700000001,0.414163823,1.875487675,1.176470588,2.510313339,0.554352329
10/4/1990,77,minute.maid,9920,9.2023082,0,2.62,0.10110045,0.37687109700000004,10.98312087,0.624113475,0.11809317400000001,0.07350788700000001,0.414163823,1.875487675,1.176470588,2.510313339,0.554352329
10/4/1990,77,tropicana,8960,9.100525506,1,3.19,0.10110045,0.37687109700000004,10.98312087,0.624113475,0.11809317400000001,0.07350788700000001,0.414163823,1.875487675,1.176470588,2.510313339,0.554352329
10/4/1990,78,dominicks,10752,9.282847063,0,1.79,0.11194799400000001,0.314432275,10.95917494,0.5283129010000001,0.111221204,0.056086079000000004,0.423952262,0.132096821,1.142857143,1.7042448780000001,0.515669276
10/4/1990,78,minute.maid,9856,9.195835686,0,2.62,0.11194799400000001,0.314432275,10.95917494,0.5283129010000001,0.111221204,0.056086079000000004,0.423952262,0.132096821,1.142857143,1.7042448780000001,0.515669276
10/4/1990,78,tropicana,5888,8.68067166,1,3.19,0.11194799400000001,0.314432275,10.95917494,0.5283129010000001,0.111221204,0.056086079000000004,0.423952262,0.132096821,1.142857143,1.7042448780000001,0.515669276
10/4/1990,80,dominicks,14656,9.592605087,0,1.79,0.152691263,0.304465687,10.90950929,0.548122392,0.099890045,0.041910237999999995,0.403603604,0.32359439100000004,0.5,1.755245053,0.35653588399999997
10/4/1990,80,minute.maid,13568,9.515469357999999,0,2.62,0.152691263,0.304465687,10.90950929,0.548122392,0.099890045,0.041910237999999995,0.403603604,0.32359439100000004,0.5,1.755245053,0.35653588399999997
10/4/1990,80,tropicana,13568,9.515469357999999,1,3.19,0.152691263,0.304465687,10.90950929,0.548122392,0.099890045,0.041910237999999995,0.403603604,0.32359439100000004,0.5,1.755245053,0.35653588399999997
10/4/1990,81,dominicks,6784,8.822322178,0,1.79,0.181118938,0.234201612,10.71993585,0.47884615399999997,0.088337065,0.073961623,0.42954279,3.7689074760000003,0.791666667,1.132215571,0.379390304
10/4/1990,81,minute.maid,10112,9.221478116,0,2.99,0.181118938,0.234201612,10.71993585,0.47884615399999997,0.088337065,0.073961623,0.42954279,3.7689074760000003,0.791666667,1.132215571,0.379390304
10/4/1990,81,tropicana,10816,9.288781797999999,1,3.29,0.181118938,0.234201612,10.71993585,0.47884615399999997,0.088337065,0.073961623,0.42954279,3.7689074760000003,0.791666667,1.132215571,0.379390304
10/4/1990,83,dominicks,9216,9.128696383,0,1.79,0.200834686,0.145984905,10.45607873,0.05075690099999999,0.098153547,0.10762810099999999,0.33063230600000004,1.3468008459999998,1.6,3.9013581260000003,0.26186071899999996
10/4/1990,83,minute.maid,7808,8.962904128,0,2.62,0.200834686,0.145984905,10.45607873,0.05075690099999999,0.098153547,0.10762810099999999,0.33063230600000004,1.3468008459999998,1.6,3.9013581260000003,0.26186071899999996
10/4/1990,83,tropicana,5376,8.589699882,1,3.19,0.200834686,0.145984905,10.45607873,0.05075690099999999,0.098153547,0.10762810099999999,0.33063230600000004,1.3468008459999998,1.6,3.9013581260000003,0.26186071899999996
10/4/1990,84,dominicks,11200,9.323669057,0,1.79,0.122100005,0.188094318,10.76561773,0.49144108299999995,0.161592506,0.02963639,0.346358237,0.9661616690000001,1.684210526,1.5823589980000001,0.618634025
10/4/1990,84,minute.maid,9984,9.208739091,0,2.99,0.122100005,0.188094318,10.76561773,0.49144108299999995,0.161592506,0.02963639,0.346358237,0.9661616690000001,1.684210526,1.5823589980000001,0.618634025
10/4/1990,84,tropicana,6656,8.803273982999999,1,3.29,0.122100005,0.188094318,10.76561773,0.49144108299999995,0.161592506,0.02963639,0.346358237,0.9661616690000001,1.684210526,1.5823589980000001,0.618634025
10/4/1990,86,dominicks,6144,8.723231275,0,1.79,0.13875637400000002,0.096763919,10.08897077,0.21005386,0.118656482,0.427866425,0.293206793,2.038235325,0.9523809520000001,1.165745204,0.460779411
10/4/1990,86,minute.maid,10944,9.30054664,0,2.62,0.13875637400000002,0.096763919,10.08897077,0.21005386,0.118656482,0.427866425,0.293206793,2.038235325,0.9523809520000001,1.165745204,0.460779411
10/4/1990,86,tropicana,17920,9.793672686,1,2.99,0.13875637400000002,0.096763919,10.08897077,0.21005386,0.118656482,0.427866425,0.293206793,2.038235325,0.9523809520000001,1.165745204,0.460779411
10/4/1990,88,dominicks,5888,8.68067166,0,1.79,0.160414212,0.15163275,10.54980515,0.18957346,0.13516767,0.142928009,0.40189996100000003,4.981954638,1.6,2.087538672,0.48979649799999997
10/4/1990,88,minute.maid,8576,9.056722882999999,0,2.99,0.160414212,0.15163275,10.54980515,0.18957346,0.13516767,0.142928009,0.40189996100000003,4.981954638,1.6,2.087538672,0.48979649799999997
10/4/1990,88,tropicana,13248,9.491601877,1,2.99,0.160414212,0.15163275,10.54980515,0.18957346,0.13516767,0.142928009,0.40189996100000003,4.981954638,1.6,2.087538672,0.48979649799999997
10/4/1990,89,dominicks,18624,9.832206351,0,1.79,0.20581135899999997,0.053349435,10.30811898,0.00250941,0.15833544800000002,0.35305369600000003,0.297890415,7.139074251,1.526315789,1.7345942380000001,0.232061895
10/4/1990,89,minute.maid,6272,8.743850562,0,2.99,0.20581135899999997,0.053349435,10.30811898,0.00250941,0.15833544800000002,0.35305369600000003,0.297890415,7.139074251,1.526315789,1.7345942380000001,0.232061895
10/4/1990,89,tropicana,11776,9.373818841,1,2.99,0.20581135899999997,0.053349435,10.30811898,0.00250941,0.15833544800000002,0.35305369600000003,0.297890415,7.139074251,1.526315789,1.7345942380000001,0.232061895
10/4/1990,90,dominicks,9472,9.156095357,0,1.79,0.225219573,0.050193454000000005,10.5046565,0.005700871999999999,0.124328331,0.26836748899999996,0.244462674,12.84014961,2.461538462,4.107901798,0.370342571
10/4/1990,90,minute.maid,7104,8.868413285,0,2.99,0.225219573,0.050193454000000005,10.5046565,0.005700871999999999,0.124328331,0.26836748899999996,0.244462674,12.84014961,2.461538462,4.107901798,0.370342571
10/4/1990,90,tropicana,7552,8.929567707999999,1,2.99,0.225219573,0.050193454000000005,10.5046565,0.005700871999999999,0.124328331,0.26836748899999996,0.244462674,12.84014961,2.461538462,4.107901798,0.370342571
10/4/1990,91,dominicks,8960,9.100525506,0,1.79,0.255730611,0.14431011300000002,10.53844932,0.144424674,0.108284634,0.024680506,0.289097744,6.292594104,2.5714285709999998,2.089837391,0.6817901609999999
10/4/1990,91,minute.maid,7552,8.929567707999999,0,2.99,0.255730611,0.14431011300000002,10.53844932,0.144424674,0.108284634,0.024680506,0.289097744,6.292594104,2.5714285709999998,2.089837391,0.6817901609999999
10/4/1990,91,tropicana,4800,8.476371197,1,3.29,0.255730611,0.14431011300000002,10.53844932,0.144424674,0.108284634,0.024680506,0.289097744,6.292594104,2.5714285709999998,2.089837391,0.6817901609999999
10/4/1990,92,dominicks,28288,10.25019297,0,1.79,0.137827632,0.27012665,10.65780038,0.134417808,0.15049505,0.375388716,0.323033209,3.7645442289999997,2.25,1.591835871,0.34865401100000004
10/4/1990,92,minute.maid,9664,9.17616292,0,2.99,0.137827632,0.27012665,10.65780038,0.134417808,0.15049505,0.375388716,0.323033209,3.7645442289999997,2.25,1.591835871,0.34865401100000004
10/4/1990,92,tropicana,5312,8.577723691000001,1,3.29,0.137827632,0.27012665,10.65780038,0.134417808,0.15049505,0.375388716,0.323033209,3.7645442289999997,2.25,1.591835871,0.34865401100000004
