audio,text,language
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/15/audio/audio.mp3,FORMERLY WHEN ONE WENT TO FRASCATI ONE HAD THE CHANCE OF MAKING A FORTUNE ONE PLAYED AGAINST MONEY AND IF ONE LOST THERE WAS ALWAYS THE CONSOLATION OF SAYING THAT ONE MIGHT HAVE GAINED WHEREAS NOW EXCEPT IN THE CLUBS,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/16/audio/audio.mp3,WHERE THERE IS STILL A CERTAIN RIGOUR IN REGARD TO PAYMENTS ONE IS ALMOST CERTAIN THE MOMENT ONE GAINS A CONSIDERABLE SUM NOT TO RECEIVE IT YOU WILL READILY UNDERSTAND WHY GAMBLING IS ONLY LIKELY TO BE CARRIED ON BY YOUNG PEOPLE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/17/audio/audio.mp3,VERY MUCH IN NEED OF MONEY AND NOT POSSESSING THE FORTUNE NECESSARY FOR SUPPORTING THE LIFE THEY LEAD THEY GAMBLE THEN AND WITH THIS RESULT OR ELSE THEY GAIN AND THEN THOSE WHO LOSE SERVE TO PAY FOR THEIR HORSES AND MISTRESSES,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/18/audio/audio.mp3,WHICH IS VERY DISAGREEABLE DEBTS ARE CONTRACTED ACQUAINTANCES BEGUN ABOUT A GREEN TABLE END BY QUARRELS IN WHICH LIFE OR HONOUR COMES TO GRIEF AND THOUGH ONE MAY BE AN HONEST MAN ONE FINDS ONESELF RUINED BY VERY HONEST MEN,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/19/audio/audio.mp3,WHOSE ONLY DEFECT IS THAT THEY HAVE NOT TWO HUNDRED THOUSAND FRANCS A YEAR I NEED NOT TELL YOU OF THOSE WHO CHEAT AT PLAY,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/20/audio/audio.mp3,I FLUNG MYSELF INTO THIS RAPID NOISY AND VOLCANIC LIFE WHICH HAD FORMERLY TERRIFIED ME WHEN I THOUGHT OF IT AND WHICH HAD BECOME FOR ME THE NECESSARY COMPLEMENT OF MY LOVE FOR MARGUERITE WHAT ELSE COULD I HAVE DONE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/21/audio/audio.mp3,THE NIGHTS THAT I DID NOT SPEND IN THE RUE D'ANTIN IF I HAD SPENT THEM ALONE IN MY OWN ROOM I COULD NOT HAVE SLEPT JEALOUSY WOULD HAVE KEPT ME AWAKE AND INFLAMED MY BLOOD AND MY THOUGHTS,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/22/audio/audio.mp3,WHILE GAMBLING GAVE A NEW TURN TO THE FEVER WHICH WOULD OTHERWISE HAVE PREYED UPON MY HEART AND FIXED IT UPON A PASSION WHICH LAID HOLD ON ME IN SPITE OF MYSELF UNTIL THE HOUR STRUCK WHEN I MIGHT GO TO MY MISTRESS THEN,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/23/audio/audio.mp3,AND BY THIS I KNEW THE VIOLENCE OF MY LOVE I LEFT THE TABLE WITHOUT A MOMENT'S HESITATION WHETHER I WAS WINNING OR LOSING PITYING THOSE WHOM I LEFT BEHIND BECAUSE THEY WOULD NOT LIKE ME FIND THEIR REAL HAPPINESS IN LEAVING IT,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/24/audio/audio.mp3,FOR THE MOST OF THEM GAMBLING WAS A NECESSITY FOR ME IT WAS A REMEDY FREE OF MARGUERITE I SHOULD HAVE BEEN FREE OF GAMBLING THUS IN THE MIDST OF ALL THAT I PRESERVED A CONSIDERABLE AMOUNT OF SELF POSSESSION,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/25/audio/audio.mp3,I LOST ONLY WHAT I WAS ABLE TO PAY AND GAINED ONLY WHAT I SHOULD HAVE BEEN ABLE TO LOSE FOR THE REST CHANCE WAS ON MY SIDE I MADE NO DEBTS AND I SPENT THREE TIMES AS MUCH MONEY AS WHEN I DID NOT GAMBLE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/26/audio/audio.mp3,IT WAS IMPOSSIBLE TO RESIST AN EXISTENCE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/27/audio/audio.mp3,AS FOR HER SHE CONTINUED TO LOVE ME AS MUCH OR EVEN MORE THAN EVER AS I TOLD YOU I BEGAN BY BEING ALLOWED TO STAY ONLY FROM MIDNIGHT TO SIX O'CLOCK THEN I WAS ASKED SOMETIMES TO A BOX IN THE THEATRE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/28/audio/audio.mp3,THEN SHE SOMETIMES CAME TO DINE WITH ME ONE MORNING I DID NOT GO TILL EIGHT AND THERE CAME A DAY WHEN I DID NOT GO TILL TWELVE BUT SOONER THAN THE MORAL METAMORPHOSIS A PHYSICAL METAMORPHOSIS CAME ABOUT IN MARGUERITE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/29/audio/audio.mp3,I HAD TAKEN HER CURE IN HAND AND THE POOR GIRL SEEING MY AIM OBEYED ME IN ORDER TO PROVE HER GRATITUDE I HAD SUCCEEDED WITHOUT EFFORT OR TROUBLE IN ALMOST ISOLATING HER FROM HER FORMER HABITS MY DOCTOR,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/30/audio/audio.mp3,WHOM I HAD MADE HER MEET HAD TOLD ME THAT ONLY REST AND CALM COULD PRESERVE HER HEALTH SO THAT IN PLACE OF SUPPER AND SLEEPLESS NIGHTS I SUCCEEDED IN SUBSTITUTING A HYGIENIC REGIME AND REGULAR SLEEP IN SPITE OF HERSELF,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/31/audio/audio.mp3,MARGUERITE GOT ACCUSTOMED TO THIS NEW EXISTENCE WHOSE SALUTARY EFFECTS SHE ALREADY REALIZED SHE BEGAN TO SPEND SOME OF HER EVENINGS AT HOME OR IF THE WEATHER WAS FINE SHE WRAPPED HERSELF IN A SHAWL PUT ON A VEIL AND WE WENT ON FOOT,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/32/audio/audio.mp3,LIKE TWO CHILDREN IN THE DIM ALLEYS OF THE CHAMPS ELYSEES SHE WOULD COME IN TIRED TAKE A LIGHT SUPPER AND GO TO BED AFTER A LITTLE MUSIC OR READING WHICH SHE HAD NEVER BEEN USED TO DO THE COUGH,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/33/audio/audio.mp3,HAD ALMOST COMPLETELY DISAPPEARED AT THE END OF SIX WEEKS THE COUNT WAS ENTIRELY GIVEN UP AND ONLY THE DUKE OBLIGED ME TO CONCEAL MY LIAISON WITH MARGUERITE AND EVEN HE WAS SENT AWAY WHEN I WAS THERE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/34/audio/audio.mp3,UNDER THE PRETEXT THAT SHE WAS ASLEEP AND HAD GIVEN ORDERS THAT SHE WAS NOT TO BE AWAKENED THE HABIT OR THE NEED OF SEEING ME WHICH MARGUERITE HAD NOW CONTRACTED HAD THIS GOOD RESULT THAT IT FORCED ME TO LEAVE THE GAMING TABLE JUST AT THE MOMENT,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/35/audio/audio.mp3,WHEN AN ADROIT GAMBLER WOULD HAVE LEFT IT SETTLING ONE THING AGAINST ANOTHER I FOUND MYSELF IN POSSESSION OF SOME TEN THOUSAND FRANCS,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/36/audio/audio.mp3,THE TIME OF THE YEAR WHEN I WAS ACCUSTOMED TO JOIN MY FATHER AND SISTER HAD NOW ARRIVED AND I DID NOT GO BOTH OF THEM WROTE TO ME FREQUENTLY BEGGING ME TO COME TO THESE LETTERS I REPLIED AS BEST I COULD,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/37/audio/audio.mp3,ALWAYS REPEATING THAT I WAS QUITE WELL AND THAT I WAS NOT IN NEED OF MONEY TWO THINGS WHICH I THOUGHT WOULD CONSOLE MY FATHER FOR MY DELAY IN PAYING HIM MY ANNUAL VISIT JUST THEN ONE FINE DAY IN SUMMER,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/38/audio/audio.mp3,MARGUERITE WAS AWAKENED BY THE SUNLIGHT POURING INTO HER ROOM AND JUMPING OUT OF BED ASKED ME IF I WOULD TAKE HER INTO THE COUNTRY FOR THE WHOLE DAY,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/39/audio/audio.mp3,WE SENT FOR PRUDENCE AND ALL THREE SET OFF AFTER MARGUERITE HAD GIVEN NANINE ORDERS TO TELL THE DUKE THAT SHE HAD TAKEN ADVANTAGE OF THE FINE DAY,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/40/audio/audio.mp3,PRUDENCE WAS ONE OF THOSE WOMEN WHO SEEM MADE ON PURPOSE FOR DAYS IN THE COUNTRY WITH HER UNCHANGING GOOD HUMOUR AND HER ETERNAL APPETITE SHE NEVER LEFT A DULL MOMENT TO THOSE WHOM SHE WAS WITH AND WAS PERFECTLY HAPPY IN ORDERING EGGS CHERRIES MILK,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/41/audio/audio.mp3,STEWED RABBIT AND ALL THE REST OF THE TRADITIONAL LUNCH IN THE COUNTRY WE HAD NOW ONLY TO DECIDE WHERE WE SHOULD GO IT WAS ONCE MORE PRUDENCE WHO SETTLED THE DIFFICULTY DO YOU WANT TO GO TO THE REAL COUNTRY SHE ASKED YES,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/42/audio/audio.mp3,ARMAND ORDER AN OPEN CARRIAGE AN HOUR AND A HALF LATER WE WERE AT WIDOW ARNOULD'S PERHAPS YOU KNOW THE INN WHICH IS A HOTEL ON WEEK DAYS AND A TEA GARDEN ON SUNDAYS,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/43/audio/audio.mp3,THERE IS A MAGNIFICENT VIEW FROM THE GARDEN WHICH IS AT THE HEIGHT OF AN ORDINARY FIRST FLOOR ON THE LEFT THE AQUEDUCT OF MARLY CLOSES IN THE HORIZON,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/44/audio/audio.mp3,BEYOND DISTINCT IN THE SUNLIGHT RISE LITTLE WHITE HOUSES WITH RED ROOFS AND MANUFACTORIES WHICH AT THAT DISTANCE PUT AN ADMIRABLE FINISH TO THE LANDSCAPE BEYOND THAT PARIS IN THE MIST,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/45/audio/audio.mp3,AS PRUDENCE HAD TOLD US IT WAS THE REAL COUNTRY AND I MUST ADD IT WAS A REAL LUNCH IT IS NOT ONLY OUT OF GRATITUDE FOR THE HAPPINESS I OWE IT,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/46/audio/audio.mp3,I HAVE TRAVELLED A GOOD DEAL AND SEEN MUCH GRANDER THINGS,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/47/audio/audio.mp3,THE BREEZE THE SHINING SOLITUDE OF FIELDS OR WOODS HOWEVER MUCH ONE LOVES A WOMAN WHATEVER CONFIDENCE ONE MAY HAVE IN HER WHATEVER CERTAINTY HER PAST MAY OFFER US AS TO HER FUTURE ONE IS ALWAYS MORE OR LESS JEALOUS,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/48/audio/audio.mp3,IF YOU HAVE BEEN IN LOVE YOU MUST HAVE FELT THE NEED OF ISOLATING FROM THIS WORLD THE BEING IN WHOM YOU WOULD LIVE WHOLLY IT SEEMS AS IF HOWEVER INDIFFERENT SHE MAY BE TO HER SURROUNDINGS THE WOMAN WHOM ONE LOVES LOSES SOMETHING OF HER PERFUME,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/49/audio/audio.mp3,AND OF HER UNITY AT THE CONTACT OF MEN AND THINGS AS FOR ME I EXPERIENCED THAT MORE THAN MOST MINE WAS NOT AN ORDINARY LOVE I WAS AS MUCH IN LOVE AS AN ORDINARY CREATURE COULD BE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/50/audio/audio.mp3,AND WHO HAD NO CONCERN WITH US ALONE WITH NATURE IN THE SPRING TIME OF THE YEAR THAT ANNUAL PARDON AND SHUT OFF FROM THE NOISE OF THE CITY I COULD HIDE MY LOVE AND LOVE WITHOUT SHAME OR FEAR,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/51/audio/audio.mp3,THE COURTESAN DISAPPEARED LITTLE BY LITTLE I HAD BY ME A YOUNG AND BEAUTIFUL WOMAN WHOM I LOVED AND WHO LOVED ME AND WHO WAS CALLED MARGUERITE THE PAST HAD NO MORE REALITY AND THE FUTURE NO MORE CLOUDS,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/52/audio/audio.mp3,THE SUN SHONE UPON MY MISTRESS AS IT MIGHT HAVE SHONE UPON THE PUREST BRIDE WE WALKED TOGETHER IN THOSE CHARMING SPOTS WHICH SEEMED TO HAVE BEEN MADE ON PURPOSE TO RECALL THE VERSES OF LAMARTINE OR TO SING THE MELODIES OF SCUDO,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/53/audio/audio.mp3,MARGUERITE WAS DRESSED IN WHITE SHE LEANED ON MY ARM SAYING OVER TO ME AGAIN UNDER THE STARRY SKY THE WORDS SHE HAD SAID TO ME THE DAY BEFORE AND FAR OFF THE WORLD WENT ON ITS WAY,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/54/audio/audio.mp3,ADD TO THIS THAT FROM THE PLACE WHERE I WAS I COULD SEE ON THE SHORE A CHARMING LITTLE HOUSE OF TWO STORIES WITH A SEMICIRCULAR RAILING THROUGH THE RAILING IN FRONT OF THE HOUSE A GREEN LAWN SMOOTH AS VELVET,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/55/audio/audio.mp3,AND BEHIND THE HOUSE A LITTLE WOOD FULL OF MYSTERIOUS RETREATS WHERE THE MOSS MUST EFFACE EACH MORNING THE PATHWAY THAT HAD BEEN MADE THE DAY BEFORE CLIMBING FLOWERS CLUNG ABOUT THE DOORWAY OF THIS UNINHABITED HOUSE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/56/audio/audio.mp3,MOUNTING AS HIGH AS THE FIRST STORY I LOOKED AT THE HOUSE SO LONG THAT I BEGAN BY THINKING OF IT AS MINE SO PERFECTLY DID IT EMBODY THE DREAM THAT I WAS DREAMING I SAW MARGUERITE AND MYSELF THERE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/57/audio/audio.mp3,BY DAY IN THE LITTLE WOOD THAT COVERED THE HILLSIDE IN THE EVENING SEATED ON THE GRASS AND I ASKED MYSELF IF EARTHLY CREATURES HAD EVER BEEN SO HAPPY AS WE SHOULD BE WHAT A PRETTY HOUSE MARGUERITE SAID TO ME,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/58/audio/audio.mp3,WHERE ASKED PRUDENCE YONDER AND MARGUERITE POINTED TO THE HOUSE IN QUESTION AH DELICIOUS REPLIED PRUDENCE DO YOU LIKE IT VERY MUCH,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/59/audio/audio.mp3,WELL TELL THE DUKE TO TAKE IT FOR YOU HE WOULD DO SO I AM SURE I'LL SEE ABOUT IT IF YOU LIKE MARGUERITE LOOKED AT ME,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/60/audio/audio.mp3,MY DREAM VANISHED AT THE LAST WORDS OF PRUDENCE AND BROUGHT ME BACK TO REALITY SO BRUTALLY THAT I WAS STILL STUNNED WITH THE FALL,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/61/audio/audio.mp3,YES AN EXCELLENT IDEA I STAMMERED NOT KNOWING WHAT I WAS SAYING WELL I WILL ARRANGE THAT SAID MARGUERITE FREEING MY HAND AND INTERPRETING MY WORDS ACCORDING TO HER OWN DESIRE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/62/audio/audio.mp3,LET US GO AND SEE IF IT IS TO LET THE HOUSE WAS EMPTY AND TO LET FOR TWO THOUSAND FRANCS WOULD YOU BE HAPPY HERE SHE SAID TO ME AM I SURE OF COMING HERE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/63/audio/audio.mp3,AND FOR WHOM ELSE SHOULD I BURY MYSELF HERE IF NOT FOR YOU WELL THEN MARGUERITE LET ME TAKE IT MYSELF YOU ARE MAD NOT ONLY IS IT UNNECESSARY BUT IT WOULD BE DANGEROUS,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/64/audio/audio.mp3,YOU KNOW PERFECTLY WELL THAT I HAVE NO RIGHT TO ACCEPT IT SAVE FROM ONE MAN LET ME ALONE BIG BABY AND SAY NOTHING THAT MEANS SAID PRUDENCE THAT WHEN I HAVE TWO DAYS FREE I WILL COME AND SPEND THEM WITH YOU,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/65/audio/audio.mp3,WE LEFT THE HOUSE AND STARTED ON OUR RETURN TO PARIS TALKING OVER THE NEW PLAN,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/66/audio/audio.mp3,CHAPTER SEVENTEEN NEXT DAY MARGUERITE SENT ME AWAY VERY EARLY SAYING THAT THE DUKE WAS COMING AT AN EARLY HOUR AND PROMISING TO WRITE TO ME THE MOMENT HE WENT AND TO MAKE AN APPOINTMENT FOR THE EVENING,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/67/audio/audio.mp3,IN THE COURSE OF THE DAY I RECEIVED THIS NOTE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/68/audio/audio.mp3,BE AT PRUDENCE'S TO NIGHT AT EIGHT,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/69/audio/audio.mp3,WELL IT IS ALL SETTLED SHE SAID AS SHE ENTERED THE HOUSE IS TAKEN ASKED PRUDENCE YES HE AGREED AT ONCE I DID NOT KNOW THE DUKE BUT I FELT ASHAMED OF DECEIVING HIM,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/70/audio/audio.mp3,BUT THAT IS NOT ALL CONTINUED MARGUERITE WHAT ELSE IS THERE I HAVE BEEN SEEING ABOUT A PLACE FOR ARMAND TO STAY IN THE SAME HOUSE ASKED PRUDENCE LAUGHING,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/71/audio/audio.mp3,NO AT POINT DU JOUR WHERE WE HAD DINNER THE DUKE AND I,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/72/audio/audio.mp3,I TOOK IT WAS I RIGHT I FLUNG MY ARMS AROUND HER NECK AND KISSED HER IT WILL BE CHARMING SHE CONTINUED YOU HAVE THE KEY OF THE LITTLE DOOR AND I HAVE PROMISED THE DUKE THE KEY OF THE FRONT DOOR,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/73/audio/audio.mp3,HE HAS ASKED ME HOW I LOVING PARIS AS I DO COULD MAKE UP MY MIND TO BURY MYSELF IN THE COUNTRY I TOLD HIM THAT I WAS ILL AND THAT I WANTED REST HE SEEMED TO HAVE SOME DIFFICULTY IN BELIEVING ME,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/74/audio/audio.mp3,AND WE SHALL HAVE EVERYTHING PERFECT THE DUKE IS GOING TO LOOK AFTER EVERY SINGLE THING AH MY DEAR SHE ADDED KISSING ME YOU'RE IN LUCK IT'S A MILLIONAIRE WHO MAKES YOUR BED FOR YOU,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/75/audio/audio.mp3,AND WHEN SHALL YOU MOVE INTO THE HOUSE INQUIRED PRUDENCE AS SOON AS POSSIBLE WILL YOU TAKE YOUR HORSES AND CARRIAGE I SHALL TAKE THE WHOLE HOUSE AND YOU CAN LOOK AFTER MY PLACE WHILE I AM AWAY,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/76/audio/audio.mp3,A WEEK LATER MARGUERITE WAS SETTLED IN HER COUNTRY HOUSE AND I WAS INSTALLED AT POINT DU JOUR THEN BEGAN AN EXISTENCE WHICH I SHALL HAVE SOME DIFFICULTY IN DESCRIBING TO YOU,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/77/audio/audio.mp3,PRUDENCE ON HER SIDE BROUGHT DOWN ALL THE PEOPLE SHE KNEW AND DID THE HONOURS OF THE HOUSE AS IF THE HOUSE BELONGED TO HER THE DUKE'S MONEY PAID FOR ALL THAT AS YOU MAY IMAGINE BUT FROM TIME TO TIME PRUDENCE CAME TO ME,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/78/audio/audio.mp3,ASKING FOR A NOTE FOR A THOUSAND FRANCS PROFESSEDLY ON BEHALF OF MARGUERITE YOU KNOW I HAD WON SOME MONEY AT GAMBLING I THEREFORE IMMEDIATELY HANDED OVER TO PRUDENCE WHAT SHE ASKED FOR MARGUERITE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/79/audio/audio.mp3,AND FEARING LEST SHE SHOULD REQUIRE MORE THAN I POSSESSED I BORROWED AT PARIS A SUM EQUAL TO THAT WHICH I HAD ALREADY BORROWED AND PAID BACK I WAS THEN ONCE MORE IN POSSESSION OF SOME TEN THOUSAND FRANCS WITHOUT RECKONING MY ALLOWANCE,en
